G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve,First 200,,,,,,MW,MB,FW,FB
F,B,-1.404664761,-1.521637355,FB,1497,B,0,1,-1.404664761,-1.521637355,-1.521637355,0,,,,,,0,0,0,1
F,B,-1.578460245,-1.524654546,FB,1855,B,0,1,-1.578460245,-1.524654546,-1.524654546,0,,,,,,0,0,0,1
M,W,-0.404473562,-0.465389613,MW,1953,W,0,0,-1.432890281,-1.527473047,-0.685433572,0,,,,,,1,0,0,0
F,W,-1.640030086,-1.422358762,FW,1540,W,0,0,-1.640030086,-1.529506996,-1.529506996,0,,,,,,0,0,1,0
M,B,-0.467913577,-0.543668145,MB,995,B,0,1,-1.496330296,-1.530132359,-0.688092884,0,,,,,,0,1,0,0
F,W,-2.004804253,-1.42407495,FW,1738,W,0,0,-2.004804253,-1.531223184,-1.531223184,0,,,,,,0,0,1,0
M,B,-0.405579433,-0.544908554,MB,880,B,0,1,-1.433996152,-1.531372768,-0.689333293,0,,,,,,0,1,0,0
M,W,-0.402931098,-0.469742472,MW,1464,W,0,0,-1.431347816,-1.531825906,-0.689786431,0,,,,,,1,0,0,0
M,W,-0.490686352,-0.470529806,MW,873,W,0,0,-1.51910307,-1.53261324,-0.690573765,0,,,,,,1,0,0,0
M,W,-0.51087065,-0.471844506,MW,239,W,0,0,-1.539287369,-1.53392794,-0.691888465,0,,,,,,1,0,0,0
F,W,-1.772360217,-1.427660202,FW,1142,W,0,0,-1.772360217,-1.534808436,-1.534808436,0,,,,,,0,0,1,0
F,B,-1.601496856,-1.535702761,FB,704,B,0,1,-1.601496856,-1.535702761,-1.535702761,0,,,,,,0,0,0,1
F,B,-1.454527061,-1.536231476,FB,1846,B,0,1,-1.454527061,-1.536231476,-1.536231476,0,,,,,,0,0,0,1
M,W,-0.642345873,-0.475017381,MW,573,W,0,0,-1.670762591,-1.537100816,-0.69506134,0,,,,,,1,0,0,0
F,W,-1.503686538,-1.430075696,FW,1870,W,0,0,-1.503686538,-1.53722393,-1.53722393,0,,,,,,0,0,1,0
M,B,-0.692423832,-0.551652289,MB,105,B,0,1,-1.720840551,-1.538116503,-0.696077028,1,,,,,,0,1,0,0
M,B,-0.407244346,-0.5520608,MB,1014,B,0,1,-1.435661065,-1.538525014,-0.696485539,0,,,,,,0,1,0,0
F,W,-1.668999797,-1.432416664,FW,313,W,0,0,-1.668999797,-1.539564898,-1.539564898,0,,,,,,0,0,1,0
M,W,-0.560967924,-0.477657344,MW,1770,W,0,0,-1.589384643,-1.539740778,-0.697701303,0,,,,,,1,0,0,0
M,W,-0.527308869,-0.478011482,MW,981,W,0,0,-1.555725588,-1.540094916,-0.698055441,0,,,,,,1,0,0,0
F,W,-1.646439929,-1.433308787,FW,34,W,0,0,-1.646439929,-1.540457021,-1.540457021,1,,,,,,0,0,1,0
F,W,-1.775696331,-1.433442743,FW,156,W,0,0,-1.775696331,-1.540590977,-1.540590977,1,,,,,,0,0,1,0
M,W,-0.564078611,-0.478733893,MW,1646,W,0,0,-1.59249533,-1.540817327,-0.698777852,0,,,,,,1,0,0,0
M,W,-0.727096427,-0.480568487,MW,431,W,0,0,-1.755513146,-1.542651921,-0.700612446,0,,,,,,1,0,0,0
M,W,-0.544171698,-0.480677756,MW,271,W,0,0,-1.572588417,-1.54276119,-0.700721715,0,,,,,,1,0,0,0
M,B,-0.914068502,-0.55675441,MB,1072,B,0,1,-1.942485221,-1.543218624,-0.701179149,0,,,,,,0,1,0,0
M,W,-0.589224199,-0.482335421,MW,59,W,0,0,-1.617640918,-1.544418856,-0.702379381,1,,,,,,1,0,0,0
F,W,-1.544873974,-1.438976695,FW,66,W,0,0,-1.544873974,-1.546124929,-1.546124929,1,,,,,,0,0,1,0
M,W,-0.53219191,-0.484853946,MW,1786,W,0,0,-1.560608628,-1.54693738,-0.704897905,0,,,,,,1,0,0,0
M,W,-0.482635698,-0.484908029,MW,532,W,0,0,-1.511052417,-1.546991463,-0.704951988,0,,,,,,1,0,0,0
M,W,-0.588463647,-0.48520126,MW,471,W,0,0,-1.616880366,-1.547284694,-0.705245219,0,,,,,,1,0,0,0
M,B,-0.719130159,-0.560827087,MB,292,B,0,1,-1.747546878,-1.547291302,-0.705251826,0,,,,,,0,1,0,0
M,W,-0.543808942,-0.486171605,MW,703,W,0,0,-1.572225661,-1.548255039,-0.706215564,0,,,,,,1,0,0,0
F,W,-1.862611676,-1.442717252,FW,349,W,0,0,-1.862611676,-1.549865486,-1.549865486,0,,,,,,0,0,1,0
M,W,-0.574110311,-0.489079618,MW,1032,W,0,0,-1.60252703,-1.551163052,-0.709123577,0,,,,,,1,0,0,0
M,B,-0.702689355,-0.564737862,MB,1541,B,0,1,-1.731106074,-1.551202076,-0.709162601,0,,,,,,0,1,0,0
F,B,-1.920154255,-1.553720427,FB,1930,B,0,1,-1.920154255,-1.553720427,-1.553720427,0,,,,,,0,0,0,1
M,B,-0.624099432,-0.568411833,MB,637,B,0,1,-1.652516151,-1.554876048,-0.712836572,0,,,,,,0,1,0,0
M,W,-0.774330388,-0.493684796,MW,919,W,0,0,-1.802747107,-1.55576823,-0.713728755,0,,,,,,1,0,0,0
M,W,-0.546818587,-0.495009283,MW,875,W,0,0,-1.575235306,-1.557092717,-0.715053242,0,,,,,,1,0,0,0
M,W,-0.400675739,-0.49692106,MW,442,W,0,0,-1.429092458,-1.559004494,-0.716965019,0,,,,,,1,0,0,0
M,B,-0.681562434,-0.572543288,MB,1262,B,0,1,-1.709979153,-1.559007502,-0.716968027,0,,,,,,0,1,0,0
M,W,-0.584179728,-0.49896868,MW,1195,W,0,0,-1.612596447,-1.561052114,-0.719012639,0,,,,,,1,0,0,0
F,W,-1.48459789,-1.4560882,FW,1335,W,0,0,-1.48459789,-1.563236434,-1.563236434,0,,,,,,0,0,1,0
M,W,-0.709841035,-0.501822394,MW,23,W,0,0,-1.738257754,-1.563905828,-0.721866353,1,,,,,,1,0,0,0
F,W,-1.608307336,-1.456794446,FW,1700,W,0,0,-1.608307336,-1.56394268,-1.56394268,0,,,,,,0,0,1,0
F,W,-1.313285921,-1.458777962,FW,884,W,0,0,-1.313285921,-1.565926196,-1.565926196,0,,,,,,0,0,1,0
F,B,-1.688261537,-1.566123297,FB,361,B,0,1,-1.688261537,-1.566123297,-1.566123297,0,,,,,,0,0,0,1
M,W,-0.502977425,-0.504176534,MW,580,W,0,0,-1.531394144,-1.566259968,-0.724220493,0,,,,,,1,0,0,0
M,W,-0.6661575,-0.505640285,MW,1934,W,0,0,-1.694574219,-1.567723719,-0.725684244,0,,,,,,1,0,0,0
M,B,-0.457550729,-0.583045822,MB,1426,B,0,1,-1.485967448,-1.569510036,-0.727470561,0,,,,,,0,1,0,0
M,W,-0.620585177,-0.507991894,MW,98,W,0,0,-1.649001896,-1.570075328,-0.728035853,1,,,,,,1,0,0,0
M,W,-0.854700092,-0.508461544,MW,243,W,0,0,-1.883116811,-1.570544979,-0.728505503,0,,,,,,1,0,0,0
F,W,-1.688653115,-1.463463014,FW,37,W,0,0,-1.688653115,-1.570611248,-1.570611248,1,,,,,,0,0,1,0
M,W,-0.520228382,-0.510319207,MW,909,W,0,0,-1.548645101,-1.572402641,-0.730363166,0,,,,,,1,0,0,0
M,W,-0.647276162,-0.510905231,MW,1830,W,0,0,-1.675692881,-1.572988666,-0.73094919,0,,,,,,1,0,0,0
M,W,-0.454120278,-0.511021868,MW,720,W,0,0,-1.482536997,-1.573105302,-0.731065827,0,,,,,,1,0,0,0
M,B,-0.518971266,-0.587109431,MB,1002,B,0,1,-1.547387985,-1.573573645,-0.73153417,0,,,,,,0,1,0,0
M,W,-0.546314748,-0.514587334,MW,882,W,0,0,-1.574731467,-1.576670768,-0.734631293,0,,,,,,1,0,0,0
M,B,-0.818655918,-0.593016642,MB,1516,B,0,1,-1.847072637,-1.579480856,-0.737441381,0,,,,,,0,1,0,0
M,W,-0.583959639,-0.518315709,MW,487,W,0,0,-1.612376358,-1.580399144,-0.738359669,0,,,,,,1,0,0,0
M,W,-0.619607041,-0.519795723,MW,819,W,0,0,-1.64802376,-1.581879158,-0.739839682,0,,,,,,1,0,0,0
M,W,-0.696865183,-0.519812002,MW,797,W,0,0,-1.725281902,-1.581895436,-0.739855961,0,,,,,,1,0,0,0
M,W,-0.797170344,-0.52123304,MW,70,W,0,0,-1.825587063,-1.583316474,-0.741276999,1,,,,,,1,0,0,0
F,W,-1.672605156,-1.476311938,FW,1893,W,0,0,-1.672605156,-1.583460172,-1.583460172,0,,,,,,0,0,1,0
M,W,-0.396215797,-0.521905095,MW,918,W,0,0,-1.424632516,-1.58398853,-0.741949055,0,,,,,,1,0,0,0
M,W,-0.807785805,-0.52415746,MW,1314,W,0,0,-1.836202524,-1.586240895,-0.744201419,0,,,,,,1,0,0,0
F,W,-1.659183419,-1.480482564,FW,657,W,0,0,-1.659183419,-1.587630798,-1.587630798,0,,,,,,0,0,1,0
F,B,-1.574662908,-1.589177648,FB,1780,B,0,1,-1.574662908,-1.589177648,-1.589177648,0,,,,,,0,0,0,1
M,B,-0.56898964,-0.603471677,MB,852,B,0,1,-1.597406359,-1.589935891,-0.747896416,0,,,,,,0,1,0,0
M,B,-0.588742094,-0.605440115,MB,134,B,0,1,-1.617158813,-1.591904329,-0.749864854,1,,,,,,0,1,0,0
F,W,-1.717162161,-1.484871346,FW,616,W,0,0,-1.717162161,-1.59201958,-1.59201958,0,,,,,,0,0,1,0
M,W,-0.768336738,-0.532292192,MW,1392,W,0,0,-1.796753457,-1.594375626,-0.752336151,0,,,,,,1,0,0,0
M,W,-0.523137409,-0.532296401,MW,1475,W,0,0,-1.551554128,-1.594379835,-0.75234036,0,,,,,,1,0,0,0
F,B,-1.598619444,-1.594536113,FB,849,B,0,1,-1.598619444,-1.594536113,-1.594536113,0,,,,,,0,0,0,1
F,W,-1.600618794,-1.489575239,FW,942,W,0,0,-1.600618794,-1.596723474,-1.596723474,0,,,,,,0,0,1,0
M,W,-0.887505018,-0.536384524,MW,32,W,0,0,-1.915921737,-1.598467958,-0.756428483,1,,,,,,1,0,0,0
F,W,-1.856708761,-1.491945254,FW,687,W,0,0,-1.856708761,-1.599093488,-1.599093488,0,,,,,,0,0,1,0
M,B,-0.67804267,-0.612642981,MB,341,B,0,1,-1.706459389,-1.599107195,-0.75706772,0,,,,,,0,1,0,0
F,W,-1.660793592,-1.493474644,FW,1914,W,0,0,-1.660793592,-1.600622878,-1.600622878,0,,,,,,0,0,1,0
F,W,-1.614408448,-1.494156843,FW,538,W,0,0,-1.614408448,-1.601305077,-1.601305077,0,,,,,,0,0,1,0
F,B,-1.525221098,-1.605117722,FB,1334,B,0,1,-1.525221098,-1.605117722,-1.605117722,0,,,,,,0,0,0,1
M,B,-0.707986091,-0.621375549,MB,1401,B,0,1,-1.73640281,-1.607839763,-0.765800288,0,,,,,,0,1,0,0
F,W,-1.695744405,-1.502912528,FW,1552,W,0,0,-1.695744405,-1.610060762,-1.610060762,0,,,,,,0,0,1,0
M,B,-0.697091843,-0.625199392,MB,1522,B,0,1,-1.725508562,-1.611663607,-0.769624131,0,,,,,,0,1,0,0
F,W,-1.423949608,-1.50612597,FW,1420,W,0,0,-1.423949608,-1.613274204,-1.613274204,0,,,,,,0,0,1,0
F,W,-1.515390664,-1.506700619,FW,499,W,0,0,-1.515390664,-1.613848853,-1.613848853,0,,,,,,0,0,1,0
M,W,-0.555731365,-0.554892214,MW,702,W,0,0,-1.584148084,-1.616975648,-0.774936173,0,,,,,,1,0,0,0
F,W,-1.68488895,-1.510719327,FW,182,W,0,0,-1.68488895,-1.617867562,-1.617867562,1,,,,,,0,0,1,0
M,W,-0.871916557,-0.556533483,MW,771,W,0,0,-1.900333276,-1.618616917,-0.776577442,0,,,,,,1,0,0,0
F,W,-1.806641851,-1.514754514,FW,103,W,0,0,-1.806641851,-1.621902748,-1.621902748,1,,,,,,0,0,1,0
M,B,-0.560008428,-0.636483947,MB,217,B,0,1,-1.588425147,-1.622948161,-0.780908686,0,,,,,,0,1,0,0
M,W,-0.469623988,-0.562599694,MW,251,W,0,0,-1.498040707,-1.624683129,-0.782643653,0,,,,,,1,0,0,0
M,B,-0.378818335,-0.63952333,MB,801,B,0,1,-1.407235054,-1.625987545,-0.78394807,0,,,,,,0,1,0,0
F,B,-1.377024225,-1.626210611,FB,664,B,0,1,-1.377024225,-1.626210611,-1.626210611,0,,,,,,0,0,0,1
M,B,-0.694882452,-0.641063911,MB,90,B,0,1,-1.723299171,-1.627528125,-0.78548865,1,,,,,,0,1,0,0
M,B,-0.538310283,-0.641699695,MB,81,B,0,1,-1.566727002,-1.628163909,-0.786124434,1,,,,,,0,1,0,0
F,B,-2.043884083,-1.631043935,FB,409,B,0,1,-2.043884083,-1.631043935,-1.631043935,0,,,,,,0,0,0,1
M,B,-0.681622444,-0.645425502,MB,1519,B,0,1,-1.710039162,-1.631889716,-0.789850241,0,,,,,,0,1,0,0
M,W,-0.654485155,-0.571325766,MW,612,W,0,0,-1.682901874,-1.633409201,-0.791369726,0,,,,,,1,0,0,0
M,B,-0.865454277,-0.650942851,MB,236,B,0,1,-1.893870996,-1.637407065,-0.79536759,0,,,,,,0,1,0,0
M,W,-0.608609922,-0.576418762,MW,1059,W,0,0,-1.637026641,-1.638502197,-0.796462721,0,,,,,,1,0,0,0
M,W,-0.631440467,-0.578851362,MW,352,W,0,0,-1.659857186,-1.640934796,-0.798895321,0,,,,,,1,0,0,0
M,W,-0.715568964,-0.580285364,MW,1824,W,0,0,-1.743985683,-1.642368798,-0.800329323,0,,,,,,1,0,0,0
F,B,-1.736165915,-1.642972781,FB,1217,B,0,1,-1.736165915,-1.642972781,-1.642972781,0,,,,,,0,0,0,1
M,W,-0.569590991,-0.581282326,MW,807,W,0,0,-1.59800771,-1.64336576,-0.801326285,0,,,,,,1,0,0,0
F,W,-1.875473348,-1.536931995,FW,354,W,0,0,-1.875473348,-1.644080229,-1.644080229,0,,,,,,0,0,1,0
M,B,-0.646030767,-0.659742948,MB,447,B,0,1,-1.674447486,-1.646207162,-0.804167687,0,,,,,,0,1,0,0
F,W,-1.743193196,-1.539404254,FW,557,W,0,0,-1.743193196,-1.646552488,-1.646552488,0,,,,,,0,0,1,0
F,W,-1.725128177,-1.539723079,FW,1714,W,0,0,-1.725128177,-1.646871313,-1.646871313,0,,,,,,0,0,1,0
M,B,-0.619660912,-0.66058755,MB,1230,B,0,1,-1.648077631,-1.647051764,-0.805012289,0,,,,,,0,1,0,0
F,W,-2.106443031,-1.540028863,FW,1252,W,0,0,-2.106443031,-1.647177097,-1.647177097,0,,,,,,0,0,1,0
F,W,-1.731652282,-1.54044847,FW,1263,W,0,0,-1.731652282,-1.647596704,-1.647596704,0,,,,,,0,0,1,0
M,B,-0.663980582,-0.661328353,MB,1154,B,0,1,-1.692397301,-1.647792568,-0.805753092,0,,,,,,0,1,0,0
M,W,-0.75115145,-0.587381177,MW,1701,W,0,0,-1.779568169,-1.649464611,-0.807425136,0,,,,,,1,0,0,0
M,W,-0.556496051,-0.588770478,MW,605,W,0,0,-1.58491277,-1.650853912,-0.808814437,0,,,,,,1,0,0,0
M,W,-0.907020975,-0.590240905,MW,124,W,0,0,-1.935437694,-1.652324339,-0.810284864,1,,,,,,1,0,0,0
M,W,-0.784974135,-0.590849565,MW,1999,W,0,0,-1.813390854,-1.652933,-0.810893524,0,,,,,,1,0,0,0
F,B,-1.643232305,-1.653198545,FB,1,B,0,1,-1.643232305,-1.653198545,-1.653198545,1,,,,,,0,0,0,1
M,W,-0.70076187,-0.595012919,MW,1525,W,0,0,-1.729178589,-1.657096353,-0.815056878,0,,,,,,1,0,0,0
M,W,-0.626856379,-0.596699707,MW,1766,W,0,0,-1.655273098,-1.658783141,-0.816743666,0,,,,,,1,0,0,0
M,W,-0.798114088,-0.596973146,MW,454,W,0,0,-1.826530807,-1.659056581,-0.817017106,0,,,,,,1,0,0,0
F,B,-1.99530277,-1.659981768,FB,1274,B,0,1,-1.99530277,-1.659981768,-1.659981768,0,,,,,,0,0,0,1
F,W,-1.763612943,-1.553816615,FW,951,W,0,0,-1.763612943,-1.660964849,-1.660964849,0,,,,,,0,0,1,0
M,W,-0.783752336,-0.599003596,MW,1539,W,0,0,-1.812169055,-1.66108703,-0.819047555,0,,,,,,1,0,0,0
M,W,-0.646598075,-0.599072826,MW,417,W,0,0,-1.675014794,-1.66115626,-0.819116785,0,,,,,,1,0,0,0
F,W,-1.776112024,-1.554818306,FW,516,W,0,0,-1.776112024,-1.66196654,-1.66196654,0,,,,,,0,0,1,0
M,W,-0.655488007,-0.600342527,MW,1386,W,0,0,-1.683904726,-1.662425962,-0.820386487,0,,,,,,1,0,0,0
F,B,-1.887426007,-1.662433596,FB,383,B,0,1,-1.887426007,-1.662433596,-1.662433596,0,,,,,,0,0,0,1
F,W,-1.699180506,-1.555390828,FW,1472,W,0,0,-1.699180506,-1.662539062,-1.662539062,0,,,,,,0,0,1,0
M,B,-0.993578053,-0.677193972,MB,546,B,0,1,-2.021994772,-1.663658187,-0.821618711,0,,,,,,0,1,0,0
M,W,-0.712805147,-0.604108519,MW,1198,W,0,0,-1.741221866,-1.666191953,-0.824152478,0,,,,,,1,0,0,0
M,B,-0.989594738,-0.679857715,MB,979,B,0,1,-2.018011457,-1.666321929,-0.824282454,0,,,,,,0,1,0,0
F,B,-1.662997536,-1.666576413,FB,1240,B,0,1,-1.662997536,-1.666576413,-1.666576413,0,,,,,,0,0,0,1
M,B,-0.726719563,-0.680976036,MB,1983,B,0,1,-1.755136282,-1.667440251,-0.825400776,0,,,,,,0,1,0,0
M,B,-0.883160755,-0.681886018,MB,1095,B,0,1,-1.911577474,-1.668350233,-0.826310758,0,,,,,,0,1,0,0
F,W,-2.021511461,-1.562964086,FW,260,W,0,0,-2.021511461,-1.67011232,-1.67011232,0,,,,,,0,0,1,0
M,B,-0.417912419,-0.684109607,MB,2,B,0,1,-1.446329138,-1.670573822,-0.828534347,1,,,,,,0,1,0,0
F,W,-1.656742605,-1.563818242,FW,5,W,0,0,-1.656742605,-1.670966476,-1.670966476,1,,,,,,0,0,1,0
F,W,-1.793112708,-1.565346181,FW,6,W,0,0,-1.793112708,-1.672494415,-1.672494415,1,,,,,,0,0,1,0
M,W,-0.762647986,-0.611379458,MW,1533,W,0,0,-1.791064705,-1.673462892,-0.831423417,0,,,,,,1,0,0,0
F,B,-1.961942732,-1.673907792,FB,1674,B,0,1,-1.961942732,-1.673907792,-1.673907792,0,,,,,,0,0,0,1
M,W,-0.884304056,-0.611909558,MW,286,W,0,0,-1.912720775,-1.673992993,-0.831953518,0,,,,,,1,0,0,0
F,B,-1.591599363,-1.674614317,FB,1297,B,0,1,-1.591599363,-1.674614317,-1.674614317,0,,,,,,0,0,0,1
M,W,-0.716246831,-0.615511663,MW,1980,W,0,0,-1.74466355,-1.677595097,-0.835555622,0,,,,,,1,0,0,0
M,W,-0.807993878,-0.61852937,MW,574,W,0,0,-1.836410597,-1.680612804,-0.838573329,0,,,,,,1,0,0,0
M,B,-0.771616612,-0.694781188,MB,62,B,0,1,-1.800033331,-1.681245402,-0.839205927,1,,,,,,0,1,0,0
M,W,-0.808806327,-0.620099757,MW,684,W,0,0,-1.837223046,-1.682183192,-0.840143716,0,,,,,,1,0,0,0
F,W,-1.998914081,-1.575066062,FW,932,W,0,0,-1.998914081,-1.682214296,-1.682214296,0,,,,,,0,0,1,0
M,W,-0.451698312,-0.62416869,MW,174,W,0,0,-1.480115031,-1.686252124,-0.844212649,1,,,,,,1,0,0,0
M,W,-0.727369047,-0.624364463,MW,589,W,0,0,-1.755785766,-1.686447897,-0.844408422,0,,,,,,1,0,0,0
F,B,-1.732397489,-1.68793341,FB,1958,B,0,1,-1.732397489,-1.68793341,-1.68793341,0,,,,,,0,0,0,1
M,W,-0.794031999,-0.626200075,MW,572,W,0,0,-1.822448718,-1.688283509,-0.846244034,0,,,,,,1,0,0,0
F,W,-2.04720952,-1.581204091,FW,1556,W,0,0,-2.04720952,-1.688352325,-1.688352325,0,,,,,,0,0,1,0
M,B,-0.64376091,-0.706551454,MB,1507,B,0,1,-1.672177629,-1.693015669,-0.850976194,0,,,,,,0,1,0,0
F,W,-1.975205029,-1.586578428,FW,46,W,0,0,-1.975205029,-1.693726662,-1.693726662,1,,,,,,0,0,1,0
F,W,-2.070933038,-1.587439203,FW,1320,W,0,0,-2.070933038,-1.694587437,-1.694587437,0,,,,,,0,0,1,0
M,W,-0.643545779,-0.633469105,MW,1229,W,0,0,-1.671962498,-1.695552539,-0.853513064,0,,,,,,1,0,0,0
F,W,-1.773434192,-1.588710579,FW,1823,W,0,0,-1.773434192,-1.695858813,-1.695858813,0,,,,,,0,0,1,0
F,B,-1.868465719,-1.697658349,FB,1192,B,0,1,-1.868465719,-1.697658349,-1.697658349,0,,,,,,0,0,0,1
M,B,-0.701545122,-0.717268442,MB,590,B,0,1,-1.729961841,-1.703732656,-0.861693181,0,,,,,,0,1,0,0
F,W,-1.624635418,-1.596638247,FW,1663,W,0,0,-1.624635418,-1.703786481,-1.703786481,0,,,,,,0,0,1,0
F,W,-1.891580412,-1.597260126,FW,1493,W,0,0,-1.891580412,-1.70440836,-1.70440836,0,,,,,,0,0,1,0
M,W,-0.893193612,-0.644089819,MW,1685,W,0,0,-1.921610331,-1.706173254,-0.864133778,0,,,,,,1,0,0,0
M,B,-0.834851676,-0.721054114,MB,598,B,0,1,-1.863268395,-1.707518328,-0.865478853,0,,,,,,0,1,0,0
M,B,-0.871572756,-0.723185967,MB,1602,B,0,1,-1.899989475,-1.709650181,-0.867610706,0,,,,,,0,1,0,0
M,W,-0.840716435,-0.648292799,MW,1222,W,0,0,-1.869133154,-1.710376233,-0.868336758,0,,,,,,1,0,0,0
F,W,-1.736562533,-1.605231177,FW,1797,W,0,0,-1.736562533,-1.712379411,-1.712379411,0,,,,,,0,0,1,0
M,W,-0.471616897,-0.650846275,MW,1775,W,0,0,-1.500033616,-1.712929709,-0.870890234,0,,,,,,1,0,0,0
M,B,-0.799923735,-0.729821831,MB,161,B,0,1,-1.828340454,-1.716286045,-0.87424657,1,,,,,,0,1,0,0
F,B,-2.151959464,-1.719740803,FB,1144,B,0,1,-2.151959464,-1.719740803,-1.719740803,0,,,,,,0,0,0,1
F,W,-1.804263226,-1.614651995,FW,1555,W,0,0,-1.804263226,-1.721800229,-1.721800229,0,,,,,,0,0,1,0
M,B,-1.138860643,-0.736901048,MB,1611,B,0,1,-2.167277362,-1.723365262,-0.881325787,0,,,,,,0,1,0,0
M,W,-0.859594345,-0.661709111,MW,1256,W,0,0,-1.888011064,-1.723792546,-0.881753071,0,,,,,,1,0,0,0
M,W,-0.776790342,-0.663051943,MW,1289,W,0,0,-1.805207061,-1.725135377,-0.883095902,0,,,,,,1,0,0,0
F,W,-1.715431318,-1.620023267,FW,1727,W,0,0,-1.715431318,-1.727171501,-1.727171501,0,,,,,,0,0,1,0
F,B,-1.629371971,-1.730591729,FB,900,B,0,1,-1.629371971,-1.730591729,-1.730591729,0,,,,,,0,0,0,1
F,W,-1.840453656,-1.624962912,FW,638,W,0,0,-1.840453656,-1.732111146,-1.732111146,0,,,,,,0,0,1,0
F,W,-2.194690053,-1.626909345,FW,1111,W,0,0,-2.194690053,-1.734057579,-1.734057579,0,,,,,,0,0,1,0
F,W,-1.669417592,-1.628821156,FW,1998,W,0,0,-1.669417592,-1.73596939,-1.73596939,0,,,,,,0,0,1,0
M,W,-0.973900697,-0.675845106,MW,699,W,0,0,-2.002317416,-1.73792854,-0.895889065,0,,,,,,1,0,0,0
M,B,-0.942787228,-0.752244869,MB,111,B,0,1,-1.971203947,-1.738709083,-0.896669608,1,,,,,,0,1,0,0
M,W,-0.855603454,-0.677018989,MW,528,W,0,0,-1.884020173,-1.739102424,-0.897062948,0,,,,,,1,0,0,0
M,W,-0.845230505,-0.679131133,MW,650,W,0,0,-1.873647224,-1.741214568,-0.899175093,0,,,,,,1,0,0,0
M,W,-0.529833858,-0.682531792,MW,817,W,0,0,-1.558250576,-1.744615226,-0.902575751,0,,,,,,1,0,0,0
F,B,-1.857498023,-1.744694307,FB,602,B,0,1,-1.857498023,-1.744694307,-1.744694307,0,,,,,,0,0,0,1
F,W,-1.861336189,-1.639949539,FW,203,W,0,0,-1.861336189,-1.747097773,-1.747097773,0,,,,,,0,0,1,0
M,B,-0.709558805,-0.761842448,MB,1488,B,0,1,-1.737975524,-1.748306663,-0.906267187,0,,,,,,0,1,0,0
F,W,-1.817763944,-1.641175006,FW,1711,W,0,0,-1.817763944,-1.74832324,-1.74832324,0,,,,,,0,0,1,0
M,W,-0.890115811,-0.689425019,MW,577,W,0,0,-1.91853253,-1.751508454,-0.909468979,0,,,,,,1,0,0,0
F,B,-2.049614864,-1.754138783,FB,208,B,0,1,-2.049614864,-1.754138783,-1.754138783,0,,,,,,0,0,0,1
F,W,-1.71564715,-1.648873532,FW,1638,W,0,0,-1.71564715,-1.756021767,-1.756021767,0,,,,,,0,0,1,0
F,B,-1.894931812,-1.756073628,FB,1621,B,0,1,-1.894931812,-1.756073628,-1.756073628,0,,,,,,0,0,0,1
F,W,-1.816214891,-1.649214721,FW,881,W,0,0,-1.816214891,-1.756362955,-1.756362955,0,,,,,,0,0,1,0
M,B,-0.962419935,-0.769943549,MB,397,B,0,1,-1.990836654,-1.756407763,-0.914368288,0,,,,,,0,1,0,0
F,B,-2.092675698,-1.761107707,FB,1203,B,0,1,-2.092675698,-1.761107707,-1.761107707,0,,,,,,0,0,0,1
F,W,-2.028568343,-1.661194589,FW,1037,W,0,0,-2.028568343,-1.768342823,-1.768342823,0,,,,,,0,0,1,0
M,B,-0.927041567,-0.784210729,MB,912,B,0,1,-1.955458286,-1.770674943,-0.928635468,0,,,,,,0,1,0,0
M,B,-0.744017509,-0.785115346,MB,700,B,0,1,-1.772434228,-1.77157956,-0.929540085,0,,,,,,0,1,0,0
M,B,-0.791048225,-0.786262896,MB,1463,B,0,1,-1.819464944,-1.77272711,-0.930687635,0,,,,,,0,1,0,0
M,B,-1.101694106,-0.786589675,MB,737,B,0,1,-2.130110825,-1.77305389,-0.931014414,0,,,,,,0,1,0,0
F,B,-1.768983501,-1.774939811,FB,112,B,0,1,-1.768983501,-1.774939811,-1.774939811,1,,,,,,0,0,0,1
M,B,-0.903469662,-0.788901502,MB,1609,B,0,1,-1.931886381,-1.775365717,-0.933326241,0,,,,,,0,1,0,0
F,W,-2.140595015,-1.66927648,FW,1706,W,0,0,-2.140595015,-1.776424714,-1.776424714,0,,,,,,0,0,1,0
M,W,-0.975486367,-0.714704845,MW,1216,W,0,0,-2.003903086,-1.77678828,-0.934748805,0,,,,,,1,0,0,0
M,B,-0.964507587,-0.790578162,MB,1892,B,0,1,-1.992924306,-1.777042377,-0.935002902,0,,,,,,0,1,0,0
F,B,-2.161842999,-1.777942361,FB,1615,B,0,1,-2.161842999,-1.777942361,-1.777942361,0,,,,,,0,0,0,1
F,B,-1.80994512,-1.778818925,FB,639,B,0,1,-1.80994512,-1.778818925,-1.778818925,0,,,,,,0,0,0,1
M,W,-0.945301042,-0.718623088,MW,1606,W,0,0,-1.973717761,-1.780706523,-0.938667047,0,,,,,,1,0,0,0
M,W,-0.885985303,-0.720165127,MW,445,W,0,0,-1.914402022,-1.782248561,-0.940209086,0,,,,,,1,0,0,0
M,W,-0.739227399,-0.721162343,MW,1747,W,0,0,-1.767644118,-1.783245777,-0.941206302,0,,,,,,1,0,0,0
M,W,-0.945749856,-0.721342541,MW,604,W,0,0,-1.974166575,-1.783425975,-0.9413865,0,,,,,,1,0,0,0
